GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WCoachName,LCoachName,WMasseyMeanRank,WMasseyMedianRank,WMasseyBestRank,WMasseyWorstRank,LMasseyMeanRank,LMasseyMedianRank,LMasseyBestRank,LMasseyWorstRank,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WCoachStartDayNum,WCoachEndDayNum,LCoachStartDayNum,LCoachEndDayNum,WMasseyDayNum,WMasseySystemCount,WMasseyTop10Count,WMasseyTop25Count,WMassey_BOB,WMassey_COL,WMassey_DOK,WMassey_MAS,WMassey_MOR,WMassey_POM,WMassey_RPI,WMassey_SAG,WMassey_WLK,LMasseyDayNum,LMasseySystemCount,LMasseyTop10Count,LMasseyTop25Count,LMassey_BOB,LMassey_COL,LMassey_DOK,LMassey_MAS,LMassey_MOR,LMassey_POM,LMassey_RPI,LMassey_SAG,LMassey_WLK,_row_order,_is_tournament
M_2003_139_1120_1448,M,2003,139,NCAATourney,0,1,1,1120,1448,68,62,6,130,N,1,0,0,0,0,0,W10,10.0,W,W02,2.0,W,cliff_ellis,skip_prosser,43.9375,44.0,32.0,70.0,11.205882352941176,9.0,4.0,40.0,24,56,4,19,16,20,12,21,11,14,9,6,18,18,49,8,23,18,21,12,23,5,18,7,7,23,0.0,154.0,0.0,154.0,133.0,32.0,0.0,0.0,38.0,44.0,,45.0,44.0,45.0,36.0,43.0,47.0,133.0,34.0,20.0,32.0,12.0,8.0,,8.0,20.0,12.0,7.0,9.0,9.0,4657,True
M_2003_139_1139_1257,M,2003,139,NCAATourney,0,1,1,1139,1257,79,71,8,150,N,1,0,0,0,0,0,W12,12.0,W,W04,4.0,W,todd_lickliter,rick_pitino,41.0625,34.5,19.0,126.0,10.029411764705882,9.0,4.0,22.0,27,52,14,22,11,19,10,18,21,12,6,2,11,28,54,11,25,4,4,8,19,13,14,8,2,21,0.0,154.0,0.0,154.0,133.0,32.0,0.0,4.0,46.0,29.0,,26.0,74.0,51.0,35.0,35.0,29.0,133.0,34.0,19.0,34.0,7.0,6.0,,14.0,14.0,14.0,11.0,6.0,6.0,4658,True
M_2003_139_1196_1277,M,2003,139,NCAATourney,0,1,1,1277,1196,68,46,22,114,N,1,0,0,0,0,0,X07,7.0,X,X02,2.0,X,tom_izzo,billy_donovan,34.8125,35.0,12.0,50.0,9.823529411764708,10.0,3.0,15.0,25,45,6,16,12,18,9,21,15,10,5,0,18,16,43,5,21,9,12,8,14,9,14,2,1,20,0.0,154.0,0.0,154.0,133.0,32.0,0.0,4.0,36.0,42.0,,37.0,16.0,25.0,31.0,36.0,35.0,133.0,34.0,20.0,34.0,10.0,14.0,,9.0,7.0,6.0,15.0,7.0,11.0,4659,True
M_2003_139_1231_1338,M,2003,139,NCAATourney,0,1,1,1338,1231,74,52,22,126,N,1,0,0,0,0,0,Y02,2.0,Y,Y07,7.0,Y,ben_howland,mike_davis,3.4411764705882355,3.0,2.0,8.0,41.40625,39.0,34.0,66.0,25,47,4,9,20,28,10,21,15,11,9,1,14,19,44,6,17,8,10,5,15,13,16,3,2,18,0.0,154.0,0.0,154.0,133.0,34.0,34.0,34.0,6.0,5.0,,2.0,3.0,2.0,8.0,3.0,3.0,133.0,32.0,0.0,0.0,37.0,39.0,,46.0,34.0,46.0,47.0,41.0,37.0,4660,True
M_2003_139_1246_1428,M,2003,139,NCAATourney,0,1,1,1246,1428,74,54,20,128,N,1,0,0,0,0,0,Y01,1.0,Y,Y09,9.0,Y,tubby_smith,rick_majerus,1.2647058823529411,1.0,1.0,7.0,35.1875,31.0,16.0,116.0,26,55,4,13,18,18,13,22,11,13,4,3,16,19,48,4,14,12,16,8,14,8,16,7,2,19,0.0,154.0,0.0,154.0,133.0,34.0,34.0,34.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,133.0,32.0,0.0,10.0,25.0,20.0,,35.0,66.0,37.0,16.0,38.0,31.0,4661,True
M_2003_139_1268_1462,M,2003,139,NCAATourney,0,1,1,1268,1462,77,64,13,141,N,1,0,0,0,0,0,X06,6.0,X,X03,3.0,X,gary_williams,thad_matta,25.88235294117647,27.0,7.0,48.0,15.676470588235292,15.0,9.0,39.0,30,58,3,13,14,17,7,32,19,8,2,6,21,20,57,7,18,17,24,8,20,12,7,2,0,16,0.0,154.0,0.0,154.0,133.0,34.0,3.0,16.0,27.0,37.0,,28.0,9.0,19.0,37.0,21.0,27.0,133.0,34.0,1.0,33.0,16.0,16.0,,15.0,19.0,17.0,20.0,13.0,15.0,4662,True
M_2003_139_1329_1393,M,2003,139,NCAATourney,0,1,1,1393,1329,68,56,12,124,N,1,0,0,0,0,0,W03,3.0,W,W06,6.0,W,jim_boeheim,eddie_sutton,13.088235294117649,12.0,5.0,35.0,27.09090909090909,26.0,22.0,42.0,26,57,5,12,11,18,5,33,16,17,11,9,19,22,63,3,19,9,19,11,27,16,22,8,4,19,0.0,154.0,0.0,154.0,133.0,34.0,15.0,32.0,13.0,9.0,,7.0,21.0,15.0,9.0,12.0,14.0,133.0,33.0,0.0,15.0,23.0,26.0,,29.0,29.0,29.0,22.0,25.0,23.0,4663,True
M_2003_139_1345_1400,M,2003,139,NCAATourney,0,1,1,1400,1345,77,67,10,144,N,1,0,0,0,0,0,X01,1.0,X,X09,9.0,X,rick_barnes,gene_keady,7.205882352941177,6.0,4.0,28.0,36.84375,34.0,26.0,58.0,25,62,5,11,22,26,13,27,8,13,4,0,21,23,62,5,16,16,24,13,22,10,13,7,2,24,0.0,154.0,0.0,154.0,133.0,34.0,30.0,33.0,5.0,4.0,,6.0,12.0,7.0,4.0,5.0,7.0,133.0,32.0,0.0,0.0,30.0,33.0,,47.0,37.0,38.0,30.0,34.0,39.0,4664,True
M_2003_143_1112_1323,M,2003,143,NCAATourney,0,1,1,1112,1323,88,71,17,159,N,1,0,0,0,0,0,Z01,1.0,Z,Z05,5.0,Z,lute_olson,mike_brey,2.676470588235294,2.0,1.0,10.0,22.11764705882353,18.5,11.0,69.0,36,76,7,14,9,11,14,30,19,10,12,5,17,25,59,10,23,11,18,9,27,15,19,6,4,16,0.0,154.0,0.0,154.0,133.0,34.0,34.0,34.0,2.0,2.0,,3.0,4.0,3.0,2.0,2.0,2.0,133.0,34.0,0.0,30.0,18.0,22.0,,23.0,36.0,22.0,14.0,17.0,20.0,4665,True
M_2003_143_1181_1242,M,2003,143,NCAATourney,0,1,1,1242,1181,69,65,4,134,N,1,0,0,0,0,0,Z02,2.0,Z,Z03,3.0,Z,roy_williams,mike_krzyzewski,5.970588235294118,5.5,1.0,12.0,10.705882352941176,10.5,4.0,19.0,29,67,1,12,10,17,18,29,14,17,4,5,16,25,65,10,26,5,8,11,22,11,14,6,7,18,0.0,154.0,0.0,154.0,133.0,34.0,31.0,34.0,4.0,7.0,,5.0,2.0,4.0,6.0,4.0,4.0,133.0,34.0,17.0,34.0,9.0,11.0,,10.0,10.0,8.0,12.0,10.0,5.0,4666,True
M_2003_143_1246_1458,M,2003,143,NCAATourney,0,1,1,1246,1458,63,57,6,120,N,1,0,0,0,0,0,Y01,1.0,Y,Y05,5.0,Y,tubby_smith,bo_ryan,1.2647058823529411,1.0,1.0,7.0,19.794117647058822,20.0,12.0,34.0,24,49,1,5,14,24,12,21,9,14,10,4,17,19,45,8,21,11,16,7,19,9,15,7,1,20,0.0,154.0,0.0,154.0,133.0,34.0,34.0,34.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,133.0,34.0,0.0,31.0,17.0,21.0,,20.0,15.0,16.0,25.0,19.0,18.0,4667,True
M_2003_143_1266_1338,M,2003,143,NCAATourney,0,1,1,1266,1338,77,74,3,151,N,1,0,0,0,0,0,Y03,3.0,Y,Y02,2.0,Y,tom_crean,ben_howland,12.823529411764708,10.5,5.0,31.0,3.4411764705882355,3.0,2.0,8.0,28,54,6,12,15,22,10,18,16,10,7,3,18,29,55,4,14,12,15,10,20,18,12,6,4,19,0.0,154.0,0.0,154.0,133.0,34.0,17.0,33.0,14.0,10.0,,13.0,18.0,13.0,10.0,14.0,13.0,133.0,34.0,34.0,34.0,6.0,5.0,,2.0,3.0,2.0,8.0,3.0,3.0,4668,True
M_2003_144_1120_1393,M,2003,144,NCAATourney,0,1,1,1393,1120,79,78,1,157,N,1,0,0,0,0,0,W03,3.0,W,W10,10.0,W,jim_boeheim,cliff_ellis,13.088235294117649,12.0,5.0,35.0,43.9375,44.0,32.0,70.0,29,66,5,14,16,21,15,21,14,10,9,7,17,27,63,10,22,14,17,14,26,15,17,5,5,19,0.0,154.0,0.0,154.0,133.0,34.0,15.0,32.0,13.0,9.0,,7.0,21.0,15.0,9.0,12.0,14.0,133.0,32.0,0.0,0.0,38.0,44.0,,45.0,44.0,45.0,36.0,43.0,47.0,4669,True
M_2003_144_1139_1328,M,2003,144,NCAATourney,0,1,1,1328,1139,65,54,11,119,N,1,0,0,0,0,0,W01,1.0,W,W12,12.0,W,kelvin_sampson,todd_lickliter,6.117647058823529,5.5,3.0,16.0,41.0625,34.5,19.0,126.0,27,55,4,10,7,12,19,20,15,13,6,1,18,19,43,4,13,12,17,7,14,10,13,7,2,18,0.0,154.0,0.0,154.0,133.0,34.0,32.0,34.0,3.0,3.0,,4.0,6.0,9.0,3.0,8.0,8.0,133.0,32.0,0.0,4.0,46.0,29.0,,26.0,74.0,51.0,35.0,35.0,29.0,4670,True
M_2003_144_1163_1400,M,2003,144,NCAATourney,0,1,1,1400,1163,82,78,4,160,N,1,0,0,0,0,0,X01,1.0,X,X05,5.0,X,rick_barnes,jim_calhoun,7.205882352941177,6.0,4.0,28.0,27.5,28.0,7.0,40.0,24,69,5,18,29,36,21,31,13,10,5,5,21,30,71,4,13,14,25,14,27,13,11,7,8,21,0.0,154.0,0.0,154.0,133.0,34.0,30.0,33.0,5.0,4.0,,6.0,12.0,7.0,4.0,5.0,7.0,133.0,34.0,1.0,13.0,31.0,30.0,,24.0,17.0,23.0,28.0,23.0,26.0,4671,True
M_2003_144_1268_1277,M,2003,144,NCAATourney,0,1,1,1277,1268,60,58,2,118,N,1,0,0,0,0,0,X07,7.0,X,X06,6.0,X,tom_izzo,gary_williams,34.8125,35.0,12.0,50.0,25.88235294117647,27.0,7.0,48.0,22,56,6,17,10,12,11,26,10,18,8,3,20,20,54,2,16,16,18,9,24,8,15,12,4,15,0.0,154.0,0.0,154.0,133.0,32.0,0.0,4.0,36.0,42.0,,37.0,16.0,25.0,31.0,36.0,35.0,133.0,34.0,3.0,16.0,27.0,37.0,,28.0,9.0,19.0,37.0,21.0,27.0,4672,True
M_2003_145_1112_1242,M,2003,145,NCAATourney,0,1,1,1242,1112,78,75,3,153,N,1,0,0,0,0,0,Z02,2.0,Z,Z01,1.0,Z,roy_williams,lute_olson,5.970588235294118,5.5,1.0,12.0,2.676470588235294,2.0,1.0,10.0,29,67,8,26,12,18,15,22,16,15,13,5,20,23,55,10,22,19,23,11,26,16,19,8,2,17,0.0,154.0,0.0,154.0,133.0,34.0,31.0,34.0,4.0,7.0,,5.0,2.0,4.0,6.0,4.0,4.0,133.0,34.0,34.0,34.0,2.0,2.0,,3.0,4.0,3.0,2.0,2.0,2.0,4673,True
M_2003_145_1246_1266,M,2003,145,NCAATourney,0,1,1,1266,1246,83,69,14,152,N,1,0,0,0,0,0,Y03,3.0,Y,Y01,1.0,Y,tom_crean,tubby_smith,12.823529411764708,10.5,5.0,31.0,1.2647058823529411,1.0,1.0,7.0,31,55,10,19,11,15,10,26,21,15,6,6,22,25,64,4,16,15,24,20,16,14,11,10,2,19,0.0,154.0,0.0,154.0,133.0,34.0,17.0,33.0,14.0,10.0,,13.0,18.0,13.0,10.0,14.0,13.0,133.0,34.0,34.0,34.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4674,True
M_2003_146_1277_1400,M,2003,146,NCAATourney,0,1,1,1400,1277,85,76,9,161,N,1,0,0,0,0,0,X01,1.0,X,X07,7.0,X,rick_barnes,tom_izzo,7.205882352941177,6.0,4.0,28.0,34.8125,35.0,12.0,50.0,25,51,6,14,29,38,8,20,16,4,6,4,22,25,54,8,16,18,26,12,26,11,12,1,2,28,0.0,154.0,0.0,154.0,133.0,34.0,30.0,33.0,5.0,4.0,,6.0,12.0,7.0,4.0,5.0,7.0,133.0,32.0,0.0,4.0,36.0,42.0,,37.0,16.0,25.0,31.0,36.0,35.0,4675,True
M_2003_146_1328_1393,M,2003,146,NCAATourney,0,1,1,1393,1328,63,47,16,110,N,1,0,0,0,0,0,W03,3.0,W,W01,1.0,W,jim_boeheim,kelvin_sampson,13.088235294117649,12.0,5.0,35.0,6.117647058823529,5.5,3.0,16.0,25,48,2,12,11,19,12,28,16,24,13,2,13,18,58,5,28,6,11,14,14,10,19,13,4,16,0.0,154.0,0.0,154.0,133.0,34.0,15.0,32.0,13.0,9.0,,7.0,21.0,15.0,9.0,12.0,14.0,133.0,34.0,32.0,34.0,3.0,3.0,,4.0,6.0,9.0,3.0,8.0,8.0,4676,True
M_2003_152_1242_1266,M,2003,152,NCAATourney,0,1,1,1242,1266,94,61,33,155,N,1,0,0,0,0,0,Z02,2.0,Z,Y03,3.0,Y,roy_williams,tom_crean,5.970588235294118,5.5,1.0,12.0,12.823529411764708,10.5,5.0,31.0,38,71,8,19,10,17,19,33,22,12,8,5,15,23,74,3,16,12,18,21,18,7,11,7,3,17,0.0,154.0,0.0,154.0,133.0,34.0,31.0,34.0,4.0,7.0,,5.0,2.0,4.0,6.0,4.0,4.0,133.0,34.0,17.0,33.0,14.0,10.0,,13.0,18.0,13.0,10.0,14.0,13.0,4677,True
M_2003_152_1393_1400,M,2003,152,NCAATourney,0,1,1,1393,1400,95,84,11,179,N,1,0,0,0,0,0,W03,3.0,W,X01,1.0,X,jim_boeheim,rick_barnes,13.088235294117649,12.0,5.0,35.0,7.205882352941177,6.0,4.0,28.0,32,56,7,13,24,31,9,28,14,13,9,2,21,27,63,10,21,20,32,17,17,20,14,6,2,26,0.0,154.0,0.0,154.0,133.0,34.0,15.0,32.0,13.0,9.0,,7.0,21.0,15.0,9.0,12.0,14.0,133.0,34.0,30.0,33.0,5.0,4.0,,6.0,12.0,7.0,4.0,5.0,7.0,4678,True
M_2003_154_1242_1393,M,2003,154,NCAATourney,0,1,1,1393,1242,81,78,3,159,N,1,0,0,0,0,0,W03,3.0,W,Z02,2.0,Z,jim_boeheim,roy_williams,13.088235294117649,12.0,5.0,35.0,5.970588235294118,5.5,1.0,12.0,30,63,11,18,10,17,11,25,13,17,10,7,22,31,71,4,20,12,30,26,26,18,18,9,4,16,0.0,154.0,0.0,154.0,133.0,34.0,15.0,32.0,13.0,9.0,,7.0,21.0,15.0,9.0,12.0,14.0,133.0,34.0,31.0,34.0,4.0,7.0,,5.0,2.0,4.0,6.0,4.0,4.0,4679,True
M_2004_134_1197_1250,M,2004,134,NCAATourney,0,1,1,1197,1250,72,57,15,129,N,1,0,0,0,0,0,Z16a,16.0,Z,Z16b,16.0,Z,mike_gillespie,billy_taylor,268.59375,275.0,125.0,297.0,194.40625,194.5,100.0,239.0,25,63,6,20,16,23,19,25,11,12,8,2,15,18,61,7,30,14,19,21,21,12,17,7,3,20,0.0,154.0,0.0,154.0,133.0,32.0,0.0,0.0,272.0,261.0,,275.0,255.0,276.0,262.0,287.0,275.0,133.0,32.0,0.0,0.0,182.0,181.0,,201.0,212.0,218.0,194.0,222.0,194.0,9251,True
M_2004_136_1102_1314,M,2004,136,NCAATourney,0,1,1,1314,1102,63,52,11,115,N,1,0,0,0,0,0,W06,6.0,W,W11,11.0,W,roy_williams,joe_scott,16.63888888888889,16.0,8.0,48.0,45.21212121212121,46.0,27.0,70.0,22,53,4,13,15,18,14,21,12,13,10,1,15,17,39,8,25,10,13,2,19,15,16,7,2,15,0.0,154.0,0.0,154.0,133.0,36.0,2.0,35.0,18.0,21.0,,15.0,11.0,11.0,19.0,13.0,14.0,133.0,33.0,0.0,0.0,52.0,49.0,,43.0,61.0,47.0,70.0,43.0,46.0,9252,True
M_2004_136_1104_1356,M,2004,136,NCAATourney,0,1,1,1104,1356,65,64,1,129,N,1,0,0,0,0,0,X08,8.0,X,X09,9.0,X,mark_gottfried,matt_painter,35.09090909090909,33.0,26.0,64.0,31.2,28.0,16.0,58.0,24,53,7,16,10,16,11,24,7,12,7,2,7,24,59,12,22,4,5,10,20,15,10,4,1,14,0.0,154.0,0.0,154.0,133.0,33.0,0.0,0.0,36.0,39.0,,40.0,27.0,34.0,26.0,33.0,36.0,133.0,35.0,0.0,11.0,26.0,22.0,,26.0,58.0,45.0,25.0,36.0,31.0,9253,True
M_2004_136_1106_1181,M,2004,136,NCAATourney,0,1,1,1181,1106,96,61,35,157,N,1,0,0,0,0,0,W01,1.0,W,W16,16.0,W,mike_krzyzewski,rob_spivery,2.138888888888889,1.0,1.0,8.0,251.03125,263.0,107.0,293.0,32,66,9,26,23,31,17,29,19,14,14,4,19,22,57,7,20,10,17,9,22,7,21,7,1,20,0.0,154.0,0.0,154.0,133.0,36.0,36.0,36.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,133.0,32.0,0.0,0.0,254.0,241.0,,267.0,270.0,278.0,230.0,263.0,254.0,9254,True
M_2004_136_1112_1371,M,2004,136,NCAATourney,0,1,1,1371,1112,80,76,4,156,N,1,0,0,0,0,0,W08,8.0,W,W09,9.0,W,louis_orr,lute_olson,32.72727272727273,32.0,25.0,59.0,35.25714285714286,35.0,18.0,47.0,27,58,8,22,18,24,12,21,12,10,6,0,19,28,53,5,11,15,19,7,22,12,14,4,3,15,0.0,154.0,0.0,154.0,133.0,33.0,0.0,2.0,29.0,28.0,,38.0,32.0,28.0,28.0,34.0,37.0,133.0,35.0,0.0,3.0,41.0,36.0,,45.0,26.0,33.0,41.0,32.0,33.0,9255,True
M_2004_136_1140_1393,M,2004,136,NCAATourney,0,1,1,1393,1140,80,75,5,155,N,1,0,0,0,0,0,X05,5.0,X,X12,12.0,X,jim_boeheim,steve_cleveland,23.944444444444443,21.0,14.0,44.0,33.54545454545455,34.0,16.0,48.0,24,46,11,16,21,28,5,18,12,7,2,4,15,26,55,10,26,13,19,15,21,19,9,2,1,23,0.0,154.0,0.0,154.0,133.0,36.0,0.0,25.0,17.0,15.0,,19.0,24.0,27.0,14.0,35.0,26.0,133.0,33.0,0.0,3.0,38.0,40.0,,28.0,40.0,31.0,31.0,30.0,32.0,9256,True
M_2004_136_1150_1403,M,2004,136,NCAATourney,0,1,1,1403,1150,76,73,3,149,N,1,0,0,0,0,0,Y08,8.0,Y,Y09,9.0,Y,bob_knight,bobby_lutz,31.545454545454547,31.0,25.0,41.0,33.54545454545455,33.0,27.0,45.0,29,59,4,11,14,18,14,22,17,16,7,2,16,25,58,6,24,17,21,13,20,14,14,11,4,20,0.0,154.0,0.0,154.0,133.0,33.0,0.0,1.0,34.0,31.0,,34.0,31.0,29.0,30.0,26.0,34.0,133.0,33.0,0.0,0.0,37.0,30.0,,31.0,45.0,39.0,34.0,31.0,29.0,9257,True
M_2004_136_1163_1436,M,2004,136,NCAATourney,0,1,1,1163,1436,70,53,17,123,N,1,0,0,0,0,0,X02,2.0,X,X15,15.0,X,jim_calhoun,tom_brennan,7.5,8.0,2.0,11.0,137.53125,135.5,63.0,188.0,26,52,6,14,12,23,11,31,14,13,6,3,8,19,60,11,32,4,6,11,18,10,12,7,1,19,0.0,154.0,0.0,154.0,133.0,36.0,35.0,36.0,7.0,9.0,,9.0,3.0,8.0,5.0,7.0,9.0,133.0,32.0,0.0,0.0,114.0,114.0,,142.0,161.0,162.0,115.0,150.0,129.0,9258,True
M_2004_136_1173_1177,M,2004,136,NCAATourney,0,1,1,1177,1173,76,69,7,145,N,1,0,0,0,0,2,X07,7.0,X,X10,10.0,X,dave_leitao,brian_gregory,47.81818181818182,44.0,33.0,82.0,52.696969696969695,49.0,30.0,97.0,24,59,5,13,23,40,11,38,13,11,4,3,19,27,79,3,20,12,23,18,32,11,10,5,3,29,0.0,154.0,0.0,154.0,133.0,33.0,0.0,0.0,40.0,38.0,,42.0,44.0,52.0,37.0,47.0,43.0,133.0,33.0,0.0,0.0,30.0,33.0,,49.0,56.0,61.0,40.0,56.0,51.0,9259,True
M_2004_136_1196_1264,M,2004,136,NCAATourney,0,1,1,1264,1196,75,60,15,135,N,1,0,0,0,0,0,Y12,12.0,Y,Y05,5.0,Y,bobby_gonzalez,billy_donovan,54.57575757575758,56.0,20.0,77.0,19.0,19.0,13.0,32.0,26,60,6,15,17,21,13,23,10,10,8,4,21,21,45,3,13,15,22,4,22,4,14,4,4,18,0.0,154.0,0.0,154.0,133.0,33.0,0.0,1.0,50.0,46.0,,53.0,70.0,56.0,42.0,57.0,44.0,133.0,33.0,0.0,32.0,15.0,19.0,,21.0,18.0,18.0,13.0,19.0,19.0,9260,True
M_2004_136_1211_1434,M,2004,136,NCAATourney,0,1,1,1211,1434,76,49,27,125,N,1,0,0,0,0,0,Z02,2.0,Z,Z15,15.0,Z,mark_few,homer_drew,6.333333333333333,5.5,2.0,22.0,139.63636363636363,139.0,80.0,181.0,29,54,3,13,15,25,10,36,19,15,6,5,14,18,63,6,23,7,11,10,21,8,13,6,0,20,0.0,154.0,0.0,154.0,133.0,36.0,34.0,36.0,8.0,8.0,,2.0,22.0,2.0,9.0,3.0,5.0,133.0,33.0,0.0,0.0,134.0,130.0,,127.0,134.0,132.0,139.0,151.0,131.0,9261,True
M_2004_136_1251_1386,M,2004,136,NCAATourney,0,1,1,1386,1251,82,63,19,145,N,1,0,0,0,0,0,Y01,1.0,Y,Y16,16.0,Y,phil_martelli,randy_dunton,3.305555555555556,2.0,1.0,13.0,177.63636363636363,182.0,88.0,218.0,27,60,8,23,20,28,10,26,16,14,15,3,17,22,51,6,20,13,18,7,29,15,26,7,1,22,0.0,154.0,0.0,154.0,133.0,36.0,34.0,36.0,2.0,3.0,,3.0,12.0,5.0,3.0,2.0,1.0,133.0,33.0,0.0,0.0,161.0,163.0,,186.0,194.0,181.0,165.0,196.0,171.0,9262,True
M_2004_136_1268_1431,M,2004,136,NCAATourney,0,1,1,1268,1431,86,83,3,169,N,1,0,0,0,0,0,X04,4.0,X,X13,13.0,X,gary_williams,billy_gillispie,20.61111111111111,18.0,14.0,45.0,45.48484848484848,44.0,29.0,79.0,29,59,8,18,20,31,16,21,17,14,7,6,20,29,56,5,17,20,24,9,20,13,14,2,2,25,0.0,154.0,0.0,154.0,133.0,36.0,0.0,31.0,22.0,23.0,,14.0,17.0,16.0,18.0,17.0,18.0,133.0,33.0,0.0,0.0,39.0,44.0,,39.0,79.0,43.0,46.0,42.0,48.0,9263,True
M_2004_136_1277_1305,M,2004,136,NCAATourney,0,1,1,1305,1277,72,66,6,138,N,1,0,0,0,0,0,Z10,10.0,Z,Z07,7.0,Z,trent_johnson,tom_izzo,31.21212121212121,30.0,14.0,55.0,43.05882352941177,43.0,25.0,55.0,20,46,7,22,25,29,5,23,10,17,6,2,16,23,55,5,16,15,18,6,20,14,14,9,0,25,0.0,154.0,0.0,154.0,133.0,33.0,0.0,10.0,31.0,35.0,,25.0,36.0,22.0,29.0,25.0,25.0,133.0,34.0,0.0,2.0,44.0,45.0,,41.0,25.0,37.0,39.0,44.0,40.0,9264,True
M_2004_136_1343_1400,M,2004,136,NCAATourney,0,1,1,1400,1343,66,49,17,115,N,1,0,0,0,0,0,W03,3.0,W,W14,14.0,W,rick_barnes,john_thompson_iii,14.11111111111111,13.0,9.0,22.0,107.03030303030305,107.0,60.0,139.0,23,50,11,15,9,14,17,26,10,13,3,1,16,18,51,5,26,8,12,9,14,11,7,5,0,18,0.0,154.0,0.0,154.0,133.0,36.0,2.0,36.0,14.0,13.0,,17.0,20.0,17.0,10.0,15.0,17.0,133.0,33.0,0.0,0.0,107.0,110.0,,99.0,133.0,102.0,121.0,116.0,102.0,9265,True
M_2004_136_1390_1427,M,2004,136,NCAATourney,0,1,1,1390,1427,71,45,26,116,N,1,0,0,0,0,0,X01,1.0,X,X16,16.0,X,mike_montgomery,tim_carter,5.75,4.0,1.0,18.0,208.59375,208.5,91.0,248.0,27,54,6,14,11,15,11,29,11,20,11,9,20,15,63,2,15,13,21,22,17,2,19,8,3,15,0.0,154.0,0.0,154.0,133.0,36.0,29.0,36.0,5.0,4.0,,4.0,7.0,12.0,7.0,6.0,4.0,133.0,32.0,0.0,0.0,197.0,183.0,,196.0,213.0,216.0,200.0,233.0,203.0,9266,True
M_2004_136_1433_1448,M,2004,136,NCAATourney,0,1,1,1448,1433,79,78,1,157,N,1,0,0,0,0,0,Y04,4.0,Y,Y13,13.0,Y,skip_prosser,jeff_capel_iii,15.944444444444445,15.0,8.0,51.0,69.21212121212122,69.0,27.0,100.0,28,54,6,16,17,27,9,23,16,11,7,2,16,29,57,11,20,9,13,7,20,17,17,7,4,22,0.0,154.0,0.0,154.0,133.0,36.0,2.0,35.0,16.0,17.0,,12.0,15.0,13.0,20.0,11.0,15.0,133.0,33.0,0.0,0.0,64.0,59.0,,63.0,78.0,82.0,54.0,79.0,52.0,9267,True
M_2004_137_1130_1428,M,2004,137,NCAATourney,0,1,1,1130,1428,58,51,7,109,N,1,0,0,0,0,0,Z06,6.0,Z,Z11,11.0,Z,al_skinner,kerry_rupp,31.647058823529413,28.0,16.0,53.0,38.72727272727273,39.0,30.0,68.0,23,44,3,4,9,11,4,21,20,8,4,3,13,19,50,3,18,10,10,9,17,12,8,2,0,12,0.0,154.0,86.0,154.0,133.0,34.0,0.0,9.0,28.0,26.0,,27.0,28.0,40.0,22.0,38.0,38.0,133.0,33.0,0.0,0.0,43.0,32.0,,35.0,42.0,44.0,36.0,39.0,41.0,9268,True
M_2004_137_1153_1190,M,2004,137,NCAATourney,0,1,1,1153,1190,80,77,3,157,N,1,0,0,0,0,0,W04,4.0,W,W13,13.0,W,bob_huggins,murry_bartow,12.416666666666666,12.0,4.0,23.0,64.33333333333333,61.0,29.0,109.0,29,62,13,32,9,11,12,33,22,17,3,11,19,29,74,6,23,13,20,17,21,14,6,11,3,14,0.0,154.0,0.0,154.0,133.0,36.0,10.0,36.0,12.0,10.0,,16.0,13.0,15.0,11.0,14.0,11.0,133.0,33.0,0.0,0.0,47.0,47.0,,57.0,93.0,67.0,61.0,73.0,47.0,9269,True
M_2004_137_1186_1329,M,2004,137,NCAATourney,0,1,1,1329,1186,75,56,19,131,N,1,0,0,0,0,0,Y02,2.0,Y,Y15,15.0,Y,eddie_sutton,ray_giacoletti,6.388888888888889,6.0,1.0,13.0,128.21875,131.5,39.0,156.0,30,55,2,6,13,16,11,26,15,15,12,5,16,21,59,3,19,11,13,12,15,19,14,8,2,15,0.0,154.0,0.0,154.0,133.0,36.0,34.0,36.0,6.0,6.0,,6.0,5.0,9.0,6.0,5.0,6.0,133.0,32.0,0.0,0.0,133.0,140.0,,120.0,124.0,129.0,127.0,127.0,115.0,9270,True
